a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,mm39,nn40,oo41,pp42,qq43,rr44,ss45,tt46,uu47,vv48,ww49,xx50,yy51,zz52,aaa53,bbb54,ccc55,ddd56,eee57,fff58,ggg59,hhh60,iii61,jjj62,kkk63,lll64,mmm65
2637,7175,costume,LOOT_MARINE_HELMET,hats16,,s1_cao_image_headgear_12a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660000F,,,loot,1,,0,0,,,,0,1,1500,,1,
3554,8174,costume,LOOT_MARINE_HELMET_1,hats16_1,,s1_cao_image_headgear_12a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660200F,,,loot,1,,0,0,,,,2,1,1600,,1,
2614,3259,costume,LOOT_SENTINEL_HELMET,hats2,,s1_cao_image_headgear_helmet_sentinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600010,,,,0,,0,0,,,,0,,1700,,,
3555,8175,costume,LOOT_SENTINEL_HELMET_1,hats2_1,,s1_cao_image_headgear_helmet_sentinel_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602010,,,atvi_entitlement,1,,0,0,,,,0,,1800,,,
3556,8176,costume,LOOT_SENTINEL_HELMET_2,hats2_2,,s1_cao_image_headgear_helmet_sentinel_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604010,,,loot,1,,0,0,,,,1,1,1900,,1,
3557,8177,costume,LOOT_SENTINEL_HELMET_3,hats2_3,,s1_cao_image_headgear_helmet_sentinel_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606010,,,loot,1,,0,0,,,,2,1,2000,,1,
3558,8178,costume,LOOT_SENTINEL_HELMET_4,hats2_4,,s1_cao_image_headgear_helmet_sentinel_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6608010,,,loot,1,,0,0,,,,2,1,2100,,1,
3559,8179,costume,LOOT_SENTINEL_HELMET_5,hats2_5,,s1_cao_image_headgear_helmet_sentinel_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660A010,,,atvi_entitlement,1,,0,0,,,,0,,2200,,,
3560,8180,costume,LOOT_SENTINEL_HELMET_6,hats2_6,,s1_cao_image_headgear_camo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660C010,,,entitlement,1,,0,0,,,,0,,22300,,,
3561,8181,costume,LOOT_SENTINEL_HELMET_7,hats2_7,,s1_cao_image_headgear_camo_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660E010,,,entitlement,1,,0,0,,,,0,,22400,,,
3562,8182,costume,LOOT_SENTINEL_HELMET_8,hats2_8,,s1_cao_image_headgear_camo_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6610010,,,entitlement,1,,0,0,,,,0,,22500,,,
3563,8183,costume,LOOT_SENTINEL_HELMET_9,hats2_9,,s1_cao_image_headgear_camo_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6612010,,,entitlement,1,,0,0,,,,0,,22600,,,
3564,8184,costume,LOOT_SENTINEL_HELMET_10,hats2_10,,s1_cao_image_headgear_camo_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6614010,,,loot,1,,0,0,,,,2,1,15000,,1,
3565,8185,costume,LOOT_SENTINEL_HELMET_11,hats2_11,,s1_cao_image_headgear_camo_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6616010,,,loot,1,,0,0,,,,2,1,15010,,1,
3566,8186,costume,LOOT_SENTINEL_HELMET_12,hats2_12,,s1_cao_image_headgear_camo_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6618010,,,loot,1,,0,0,,,,2,1,15020,,1,
3567,8187,costume,LOOT_SENTINEL_HELMET_13,hats2_13,,s1_cao_image_headgear_camo_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x661A010,,,loot,1,,0,0,,,,2,1,15030,,1,
3568,8188,costume,LOOT_SENTINEL_HELMET_14,hats2_14,,s1_cao_image_headgear_camo_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x661C010,,,loot,1,,0,0,,,,2,1,22605,,1,
2615,3260,costume,LOOT_ATLAS_CAP,hats3,,s1_cao_image_headgear_cap_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600011,,,loot,1,,0,0,,,,0,1,3100,,1,
3569,8189,costume,LOOT_ATLAS_CAP_1,hats3_1,,s1_cao_image_headgear_cap_a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602011,,,loot,1,,0,0,,,,2,1,3200,,1,
3570,8190,costume,LOOT_ATLAS_CAP_2,hats3_2,,s1_cao_image_headgear_cap_a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604011,,,loot,1,,0,0,,,,2,1,3300,,1,
3571,8191,costume,LOOT_ATLAS_CAP_3,hats3_3,,s1_cao_image_headgear_cap_a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606011,,,loot,1,,0,0,,,,0,1,3400,,1,
3572,8192,costume,LOOT_ATLAS_CAP_4,hats3_4,,s1_cao_image_headgear_cap_a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6608011,,,loot,1,,0,0,,,,2,1,3500,,1,
3573,8193,costume,LOOT_ATLAS_CAP_5,hats3_5,,s1_cao_image_headgear_cap_a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660A011,,,loot,1,,0,0,,,,2,1,3505,,1,
3574,8194,costume,LOOT_ATLAS_CAP_6,hats3_6,,s1_cao_image_headgear_cap_a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660C011,,,loot,1,,0,0,,,,2,1,3510,,1,
2662,7200,costume,LOOT_MPUI_HAT_STYLE7,hats20,,s1_cao_image_headgear_20a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600012,,,loot,1,,0,0,,,,2,1,3600,,1,
3575,8195,costume,LOOT_MPUI_HAT_STYLE7_1,hats20_1,,s1_cao_image_headgear_20a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602012,,,challenge,1,,0,0,,,,0,,3700,,,
3576,8196,costume,LOOT_MPUI_HAT_STYLE7_2,hats20_2,,s1_cao_image_headgear_20a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604012,,,loot,1,,0,0,,,,2,1,3800,,1,
3577,8197,costume,LOOT_MPUI_HAT_STYLE7_3,hats20_3,,s1_cao_image_headgear_20a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606012,,,loot,1,,0,0,,,,2,1,3900,,1,
3578,8198,costume,LOOT_MPUI_HAT_STYLE7_4,hats20_4,,s1_cao_image_headgear_20a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6608012,,,loot,1,,0,0,,,,2,1,4000,,1,
3579,8199,costume,LOOT_MPUI_HAT_STYLE7_5,hats20_5,,s1_cao_image_headgear_20a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660A012,,,atvi_entitlement,1,,0,0,,,,0,,4100,,,
3580,8200,costume,LOOT_MPUI_HAT_STYLE7_6,hats20_6,,s1_cao_image_headgear_20a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660C012,,,atvi_entitlement,1,,0,0,,,,0,,4200,,,
3581,8201,costume,LOOT_MPUI_HAT_STYLE7_7,hats20_7,,s1_cao_image_headgear_20a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x660E012,,,atvi_entitlement,1,,0,0,,,,0,,4205,,,
2701,7239,costume,LOOT_KVA_WITH_GAS_MASK,hats30,,s1_cao_image_headgear_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600013,,,challenge,1,,0,0,,,,0,,4300,,,
3582,8202,costume,LOOT_KVA_WITH_GAS_MASK_1,hats30_1,,s1_cao_image_headgear_26_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602013,,,loot,1,,0,0,,,,1,1,4400,,1,
3583,8203,costume,LOOT_KVA_WITH_GAS_MASK_2,hats30_2,,s1_cao_image_headgear_26_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604013,,,loot,1,,0,0,,,,1,1,4500,,1,
3584,8204,costume,LOOT_KVA_WITH_GAS_MASK_3,hats30_3,,s1_cao_image_headgear_26_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606013,,,challenge,1,,0,0,,,,2,1,4600,,1,
2609,7134,costume,LOOT_KVA_MASK,hats10,,s1_cao_image_headgear_fullmask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600002,,,loot,1,,0,0,,,,4,1,4700,,1,
3585,8205,costume,LOOT_KVA_MASK_1,hats10_1,,s1_cao_image_headgear_fullmask_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602002,,,challenge,1,,0,0,,,,0,,4800,,,
3586,8206,costume,LOOT_KVA_MASK_2,hats10_2,,s1_cao_image_headgear_fullmask_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604002,,,challenge,1,,0,0,,,,0,,4900,,,
3587,8207,costume,LOOT_KVA_MASK_3,hats10_3,,s1_cao_image_headgear_fullmask_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6606002,,,loot,1,,0,0,,,,2,1,5000,,1,
3588,8208,costume,LOOT_KVA_MASK_4,hats10_4,,s1_cao_image_headgear_fullmask_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6608002,,,loot,1,,0,0,,,,0,1,5100,,1,
2706,7244,costume,LOOT_SENTINEL_HELM,hats32,,s1_cao_image_headgear_15a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600014,,,loot,1,,0,0,,,,0,1,5200,,1,
2709,7247,costume,LOOT_BARON_HAT,hats33,,s1_cao_image_headgear_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600015,,,challenge,1,,0,0,,,,0,,5300,,,
3589,8209,costume,LOOT_BARON_HAT_1,hats33_1,,s1_cao_image_headgear_27_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602015,,,loot,1,,0,0,,,,2,1,5400,,1,
3590,8210,costume,LOOT_BARON_HAT_2,hats33_2,,s1_cao_image_headgear_27_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604015,,,loot,1,,0,0,,,,2,1,5405,,1,
2712,7250,costume,LOOT_ELITE_SENTINEL_HELMET,hats34,,s1_cao_image_headgear_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600016,,,loot,1,,0,0,,,,2,1,5500,,1,
2638,7176,costume,LOOT_NIGERIAN_ARMY_OPS_HELMET,hats17,,s1_cao_image_headgear_13a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600017,,,loot,1,,0,0,,,,0,1,5600,,1,
2616,7026,costume,LOOT_BEANIE,hats5,,s1_cao_image_headgear_beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600018,,,,0,,0,0,,,,0,,2250,,,
3591,8211,costume,LOOT_BEANIE_1,hats5_1,,s1_cao_image_headgear_beanie_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602018,,,loot,1,,0,0,,,,1,1,5800,,1,
2619,7029,costume,LOOT_NORTH_KOREAN_ARMY_HELMETA,hats8,,s1_cao_image_headgear_09a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600019,,,loot,1,,0,0,,,,1,1,5900,,1,
2610,7135,costume,LOOT_NIGERIAN_ARMY_HELMET,hats11,,s1_cao_image_headgear_07a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600003,,,loot,1,,0,0,,,,0,1,6000,,1,
3592,8212,costume,LOOT_NIGERIAN_ARMY_HELMET_1,hats11_1,,s1_cao_image_headgear_07a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602003,,,loot,1,,0,0,,,,4,1,6100,,1,
2611,7150,costume,LOOT_SENTINEL_COVERT_MASK,hats12,,s1_cao_image_headgear_fullmask_b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600004,,,challenge,1,,0,0,,,,0,,6200,,,
3593,8213,costume,LOOT_SENTINEL_COVERT_MASK_1,hats12_1,,s1_cao_image_headgear_fullmask_b_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602004,,,loot,1,,0,0,,,,3,1,6300,,1,
3594,8214,costume,LOOT_SENTINEL_COVERT_MASK_2,hats12_2,,s1_cao_image_headgear_fullmask_b_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604004,,,challenge,1,,0,0,,,,0,,6400,,,
2636,7174,costume,LOOT_MARINE_OPS_HELMET,hats15,,s1_cao_image_headgear_11a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600005,,,loot,1,,0,0,,,,1,1,6500,,1,
3595,8215,costume,LOOT_MARINE_OPS_HELMET_1,hats15_1,,s1_cao_image_headgear_11a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602005,,,loot,1,,0,0,,,,1,1,6600,,1,
3596,8216,costume,LOOT_MARINE_OPS_HELMET_2,hats15_2,,s1_cao_image_headgear_11a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604005,,,atvi_entitlement,1,,0,0,,,,0,,6700,,,
2639,7177,costume,LOOT_BANDANA,hats18,,s1_cao_image_headgear_14a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600006,,,loot,1,,0,0,,,,4,1,6800,,1,
3597,8217,costume,LOOT_BANDANA_1,hats18_1,,s1_cao_image_headgear_14a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6602006,,,loot,1,,0,0,,,,2,1,6900,,1,
3598,8218,costume,LOOT_BANDANA_2,hats18_2,,s1_cao_image_headgear_14a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6604006,,,loot,1,,0,0,,,,2,1,6905,,1,
2620,7130,costume,LOOT_COVERT_MASK,hats9,,s1_cao_image_headgear_fullmask_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600007,,,loot,1,,0,0,,,,2,1,7000,,1,
2678,7216,costume,LOOT_NK_HELMET_1,hats21,,s1_cao_image_headgear_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600008,,,loot,1,,0,0,,,,1,1,7100,,1,
2679,7217,costume,LOOT_KVA_FACEMASK_2,hats22,,s1_cao_image_headgear_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6600009,,,loot,1,,0,0,,,,0,1,7200,,1,
2621,7034,costume,LOOT_NONE_CAPS,eye0,,s1_cao_image_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00000,,,,0,,0,0,,,,0,,0,,,
2622,3254,costume,LOOT_ANTIX_SUNGLASSES,eye1,,s1_cao_image_eyewear_sunglasses_antix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00001,,,,0,,0,0,,,,0,,100,,,
2658,7196,costume,LOOT_PRE_ORDER,eye6,,s1_cao_image_eyewear_goggles_atlas_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C0000A,,,atvi_entitlement,1,,0,0,,,,0,,200,,,
2624,3256,costume,LOOT_RP_SUNGLASES,eye3,,s1_cao_image_eyewear_sunglasses_rp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00002,,,loot,1,,0,0,,,,1,1,300,,1,
2659,7197,costume,LOOT_GRUNT_EYEWEAR,eye7,,s1_cao_image_eyewear_07a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00003,,,loot,1,,0,0,,,,0,1,400,,1,
2660,7198,costume,LOOT_ELITE_EYEWEAR,eye8,,s1_cao_image_eyewear_08a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00004,,,loot,1,,0,0,,,,2,1,500,,1,
2710,7248,costume,LOOT_DEADEYE,eye10,,s1_cao_image_eyewear_10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00005,,,challenge,1,,0,0,,,,0,,600,,,
2623,3255,costume,LOOT_GASCAN_SUNGLASSES,eye2,,s1_cao_image_eyewear_sunglasses_gascan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00006,,,loot,1,,0,0,,,,0,1,700,,1,
2661,7199,costume,LOOT_AVIATORS,eye9,,s1_cao_image_eyewear_09a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00007,,,loot,1,,0,0,,,,0,1,800,,1,
3599,8219,costume,LOOT_AVIATORS_1,eye9_1,,s1_cao_image_eyewear_09a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C02007,,,loot,1,,0,0,,,,2,1,900,,1,
3600,8220,costume,LOOT_AVIATORS_2,eye9_2,,s1_cao_image_eyewear_09a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C04007,,,loot,1,,0,0,,,,2,1,905,,1,
3601,8221,costume,LOOT_AVIATORS_3,eye9_3,,s1_cao_image_eyewear_09a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C06007,,,loot,1,,0,0,,,,2,1,910,,1,
3602,8222,costume,LOOT_AVIATORS_4,eye9_4,,s1_cao_image_eyewear_09a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C08007,,,loot,1,,0,0,,,,2,1,915,,1,
3603,8223,costume,LOOT_AVIATORS_5,eye9_5,,s1_cao_image_eyewear_09a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C0A007,,,loot,1,,0,0,,,,2,1,920,,1,
3604,8224,costume,LOOT_AVIATORS_6,eye9_6,,s1_cao_image_eyewear_09a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C0C007,,,loot,1,,0,0,,,,2,1,925,,1,
2625,3257,costume,LOOT_ATLAS_GOGGLES,eye4,,s1_cao_image_eyewear_goggles_atlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00008,,,,1,,0,0,,,,0,,1000,,,
2626,7173,costume,LOOT_RED_BARON_GOGGLES,eye5,,s1_cao_image_eyewear_06a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C00009,,,challenge,1,,0,0,,,,0,,1100,,,
3605,8225,costume,LOOT_RED_BARON_GOGGLES_1,eye5_1,,s1_cao_image_eyewear_06a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C02009,,,loot,1,,0,0,,,,2,1,5,,1,
3606,8226,costume,LOOT_RED_BARON_GOGGLES_2,eye5_2,,s1_cao_image_eyewear_06a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C04009,,,loot,1,,0,0,,,,2,1,10,,1,
3607,8227,costume,LOOT_RED_BARON_GOGGLES_3,eye5_3,,s1_cao_image_eyewear_06a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6C06009,,,loot,1,,0,0,,,,2,1,15,,1,
2627,7013,costume,LOOT_SENTINEL_EXO,exo1,,s1_cao_image_exo_sentinel_a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B00001,,,,0,,0,0,,,,0,,1400,,,
3608,8228,costume,LOOT_SENTINEL_EXO_1,exo1_1,,s1_cao_image_exo_sentinel_a_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B02001,,,entitlement,1,,0,0,,,,0,,100,,,
3609,8229,costume,LOOT_SENTINEL_EXO_2,exo1_2,,s1_cao_image_exo_sentinel_a_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B04001,,,entitlement,1,,0,0,,,,0,,200,,,
3610,8230,costume,LOOT_SENTINEL_EXO_3,exo1_3,,s1_cao_image_exo_sentinel_a_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B06001,,,atvi_entitlement,1,,0,0,,,,0,,300,,,
3611,8231,costume,LOOT_SENTINEL_EXO_4,exo1_4,,s1_cao_image_exo_sentinel_a_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B08001,,,loot,1,,0,0,,,,2,1,400,,1,
3612,8232,costume,LOOT_SENTINEL_EXO_5,exo1_5,,s1_cao_image_exo_sentinel_a_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B0A001,,,loot,1,,0,0,,,,2,1,500,,1,
3613,8233,costume,PLATFORM_SENTINEL_EXO_6,exo1_6,,s1_cao_image_exo_sentinel_a_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B0C001,,,entitlement,1,,0,0,,,,0,,600,,,
3614,8234,costume,LOOT_SENTINEL_EXO_7,exo1_7,,s1_cao_image_exo_sentinel_a_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B0E001,,,loot,1,,0,0,,,,2,1,700,,1,
3615,8235,costume,LOOT_SENTINEL_EXO_8,exo1_8,,s1_cao_image_exo_sentinel_a_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B10001,,,challenge,1,,0,0,,,,0,,800,,,
3616,8236,costume,LOOT_SENTINEL_EXO_9,exo1_9,,s1_cao_image_exo_sentinel_a_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B12001,,,loot,1,,0,0,,,,2,1,900,,1,
3617,8237,costume,LOOT_SENTINEL_EXO_10,exo1_10,,s1_cao_image_exo_sentinel_a_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B14001,,,loot,1,,0,0,,,,2,1,1000,,1,
3618,8238,costume,LOOT_SENTINEL_EXO_11,exo1_11,,s1_cao_image_exo_sentinel_a_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B16001,,,loot,1,,0,0,,,,4,1,1100,,1,
3619,8239,costume,LOOT_SENTINEL_EXO_12,exo1_12,,s1_cao_image_exo_sentinel_a_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B18001,,,loot,1,,0,0,,,,2,1,1200,,1,
3620,8240,costume,LOOT_SENTINEL_EXO_13,exo1_13,,s1_cao_image_exo_sentinel_a_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B1A001,,,challenge,1,,0,0,,,,0,,1300,,,
3621,8241,costume,LOOT_SENTINEL_EXO_14,exo1_14,,s1_cao_image_exo_sentinel_a_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B1C001,,,,0,,0,0,,,,0,,2350,,,
3622,8242,costume,LOOT_SENTINEL_EXO_15,exo1_15,,s1_cao_image_exo_sentinel_a_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B1E001,,,loot,1,,0,0,,,,2,1,1500,,1,
3623,8243,costume,LOOT_SENTINEL_EXO_16,exo1_16,,s1_cao_image_exo_sentinel_a_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B20001,,,challenge,1,,0,0,,,,2,1,1600,,1,
3624,8244,costume,LOOT_SENTINEL_EXO_17,exo1_17,,s1_cao_image_exo_sentinel_a_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B22001,,,challenge,1,,0,0,,,,0,,1700,,,
3625,8245,costume,LOOT_SENTINEL_EXO_18,exo1_18,,s1_cao_image_exo_sentinel_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B24001,,,loot,1,,0,0,,,,2,1,1800,,1,
3626,8246,costume,LOOT_SENTINEL_EXO_19,exo1_19,,s1_cao_image_exo_sentinel_a_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B26001,,,challenge,1,,0,0,,,,0,,1900,,,
3627,8247,costume,LOOT_SENTINEL_EXO_20,exo1_20,,s1_cao_image_exo_sentinel_a_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B28001,,,loot,1,,0,0,,,,2,1,2000,,1,
3628,8248,costume,LOOT_SENTINEL_EXO_21,exo1_21,,s1_cao_image_exo_sentinel_a_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B2A001,,,loot,1,,0,0,,,,2,1,2100,,1,
3629,8249,costume,LOOT_SENTINEL_EXO_22,exo1_22,,s1_cao_image_exo_sentinel_a_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B2C001,,,challenge,1,,0,0,,,,0,,2200,,,
3630,8250,costume,LOOT_SENTINEL_EXO_23,exo1_23,,s1_cao_image_exo_sentinel_a_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B2E001,,,loot,1,,0,0,,,,3,1,2300,,1,
3631,8251,costume,LOOT_SENTINEL_EXO_24,exo1_24,,s1_cao_image_exo_camo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x6B30001,,,entitlement,1,,0,0,,,,0,,22400,,,
